user,item,title,rating
268,21,Muppet Treasure Island (1996),3
262,28,Apollo 13 (1995),3
234,81,"Hudsucker Proxy, The (1994)",3
29,245,"Devil's Own, The (1997)",3
236,57,Priest (1994),5
158,729,Nell (1994),3
156,661,High Noon (1952),4
232,52,"Madness of King George, The (1994)",5
168,866,Michael (1996),5
37,288,Scream (1996),4
141,245,"Devil's Own, The (1997)",3
235,230,Star Trek IV: The Voyage Home (1986),4
102,70,Four Weddings and a Funeral (1994),3
77,172,"Empire Strikes Back, The (1980)",3
90,506,Rebel Without a Cause (1955),5
186,566,Clear and Present Danger (1994),5
44,660,Fried Green Tomatoes (1991),5
118,774,"Prophecy, The (1995)",5
7,661,High Noon (1952),5
49,1003,That Darn Cat! (1997),2
62,68,"Crow, The (1994)",1
42,1028,Grumpier Old Men (1995),4
178,433,Heathers (1989),4
85,51,Legends of the Fall (1994),2
77,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
58,1099,"Red Firecracker, Green Firecracker (1994)",2
56,1047,Multiplicity (1996),4
197,688,Leave It to Beaver (1997),1
286,99,Snow White and the Seven Dwarfs (1937),4
90,258,Contact (1997),3
181,1288,Denise Calls Up (1995),1
295,190,Henry V (1989),4
224,69,Forrest Gump (1994),4
272,317,In the Name of the Father (1993),4
221,1010,Basquiat (1996),3
66,877,Excess Baggage (1997),1
207,318,Schindler's List (1993),5
234,487,Roman Holiday (1953),3
7,648,"Quiet Man, The (1952)",5
87,82,Jurassic Park (1993),5
195,1052,Dracula: Dead and Loving It (1995),1
44,449,Star Trek: The Motion Picture (1979),5
306,287,Marvin's Room (1996),4
194,172,"Empire Strikes Back, The (1980)",3
94,62,Stargate (1994),3
167,659,Arsenic and Old Lace (1944),4
108,100,Fargo (1996),4
230,304,Fly Away Home (1996),5
181,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",1
54,302,L.A. Confidential (1997),4
90,22,Braveheart (1995),4
181,696,City Hall (1996),2
286,357,One Flew Over the Cuckoo's Nest (1975),4
14,269,"Full Monty, The (1997)",4
311,179,"Clockwork Orange, A (1971)",2
92,121,Independence Day (ID4) (1996),5
21,440,Amityville II: The Possession (1982),1
244,550,Die Hard: With a Vengeance (1995),1
181,405,Mission: Impossible (1996),4
65,806,Menace II Society (1993),4
37,540,Money Train (1995),2
44,443,"Birds, The (1963)",5
244,183,Alien (1979),4
1,265,"Hunt for Red October, The (1990)",4
270,25,"Birdcage, The (1996)",5
299,387,"Age of Innocence, The (1993)",2
94,572,Blown Away (1994),3
286,746,Real Genius (1985),4
239,272,Good Will Hunting (1997),5
216,55,"Professional, The (1994)",5
254,121,Independence Day (ID4) (1996),3
62,665,Alien 3 (1992),2
178,385,True Lies (1994),4
194,23,Taxi Driver (1976),4
268,955,Before Sunrise (1995),3
188,143,"Sound of Music, The (1965)",5
276,294,Liar Liar (1997),4
158,1098,Flirting With Disaster (1996),4
207,845,That Thing You Do! (1996),3
161,48,Hoop Dreams (1994),1
305,654,Chinatown (1974),4
47,324,Lost Highway (1997),3
64,736,Shadowlands (1993),4
191,751,Tomorrow Never Dies (1997),3
7,378,Miracle on 34th Street (1994),5
59,92,True Romance (1993),5
69,268,Chasing Amy (1997),5
10,461,Smoke (1995),3
21,129,Bound (1996),4
58,9,Dead Man Walking (1995),4
194,152,Sleeper (1973),3
7,200,"Shining, The (1980)",5
113,126,"Spitfire Grill, The (1996)",5
173,328,Conspiracy Theory (1997),5
95,233,Under Siege (1992),4
16,194,"Sting, The (1973)",5
59,323,Dante's Peak (1997),4
311,654,Chinatown (1974),3
292,589,"Wild Bunch, The (1969)",4
43,203,Unforgiven (1992),4
79,50,Star Wars (1977),4
235,70,Four Weddings and a Funeral (1994),5
125,190,Henry V (1989),5
284,322,Murder at 1600 (1997),3
303,161,Top Gun (1986),5
254,378,Miracle on 34th Street (1994),3
255,1034,"Quest, The (1996)",1
104,301,In & Out (1997),2
90,923,Raise the Red Lantern (1991),5
6,463,"Secret of Roan Inish, The (1994)",4
279,122,"Cable Guy, The (1996)",1
286,298,Face/Off (1997),4
222,448,"Omen, The (1976)",3
297,57,Priest (1994),5
42,625,"Sword in the Stone, The (1963)",3
130,1217,Assassins (1995),4
254,357,One Flew Over the Cuckoo's Nest (1975),3
109,475,Trainspotting (1996),1
230,1444,That Darn Cat! (1965),2
244,310,"Rainmaker, The (1997)",3
6,301,In & Out (1997),2
36,748,"Saint, The (1997)",4
256,443,"Birds, The (1963)",3
102,515,"Boot, Das (1981)",1
104,285,Secrets & Lies (1996),4
21,447,Carrie (1976),5
111,301,In & Out (1997),4
18,408,"Close Shave, A (1995)",5
25,222,Star Trek: First Contact (1996),4
110,944,Renaissance Man (1994),3
270,98,"Silence of the Lambs, The (1991)",5
68,237,Jerry Maguire (1996),5
83,215,Field of Dreams (1989),4
6,258,Contact (1997),2
89,216,When Harry Met Sally... (1989),5
128,317,In the Name of the Father (1993),4
305,512,Wings of Desire (1987),4
184,412,"Very Brady Sequel, A (1996)",2
286,175,Brazil (1985),5
279,1428,SubUrbia (1997),3
256,86,"Remains of the Day, The (1993)",5
221,48,Hoop Dreams (1994),5
140,332,Kiss the Girls (1997),3
190,977,"Substitute, The (1996)",2
11,227,Star Trek VI: The Undiscovered Country (1991),3
201,203,Unforgiven (1992),5
150,181,Return of the Jedi (1983),5
126,245,"Devil's Own, The (1997)",3
20,208,Young Frankenstein (1974),2
144,742,Ransom (1996),4
181,930,Chain Reaction (1996),1
109,566,Clear and Present Danger (1994),4
85,1065,Koyaanisqatsi (1983),3
213,133,Gone with the Wind (1939),3
222,379,Tales From the Crypt Presents: Demon Knight (1995),1
223,11,Seven (Se7en) (1995),3
215,421,William Shakespeare's Romeo and Juliet (1996),4
218,208,Young Frankenstein (1974),3
174,937,"Thousand Acres, A (1997)",5
275,186,"Blues Brothers, The (1980)",3
68,742,Ransom (1996),1
268,583,Romeo Is Bleeding (1993),4
160,462,Like Water For Chocolate (Como agua para chocolate) (1992),4
195,273,Heat (1995),4
224,178,12 Angry Men (1957),4
5,110,Operation Dumbo Drop (1995),1
99,1016,Con Air (1997),5
2,251,Shall We Dance? (1996),5
292,9,Dead Man Walking (1995),4
72,568,Speed (1994),4
85,228,Star Trek: The Wrath of Khan (1982),3
83,281,"River Wild, The (1994)",5
92,831,Escape from L.A. (1996),2
7,543,"Misérables, Les (1995)",3
87,401,"Brady Bunch Movie, The (1995)",2
287,926,Down Periscope (1996),4
1,155,Dirty Dancing (1987),2
234,632,Sophie's Choice (1982),2
222,53,Natural Born Killers (1994),5
24,64,"Shawshank Redemption, The (1994)",5
7,554,Waterworld (1995),3
82,56,Pulp Fiction (1994),3
161,318,Schindler's List (1993),3
196,393,Mrs. Doubtfire (1993),4
56,91,"Nightmare Before Christmas, The (1993)",4
82,477,Matilda (1996),3
7,472,Dragonheart (1996),2
256,761,Nick of Time (1995),4
226,56,Pulp Fiction (1994),4
279,741,"Last Supper, The (1995)",5
308,1286,Shall We Dance? (1937),3
16,8,Babe (1995),5
180,202,Groundhog Day (1993),3
203,93,Welcome to the Dollhouse (1995),4
145,56,Pulp Fiction (1994),5
288,305,"Ice Storm, The (1997)",4
84,742,Ransom (1996),3
44,644,"Thin Blue Line, The (1988)",3
17,13,Mighty Aphrodite (1995),3
313,117,"Rock, The (1996)",4
148,1,Toy Story (1995),4
197,347,Wag the Dog (1997),4
21,164,"Abyss, The (1989)",5
279,982,Maximum Risk (1996),3
239,491,"Adventures of Robin Hood, The (1938)",5
185,287,Marvin's Room (1996),5
297,89,Blade Runner (1982),4
303,68,"Crow, The (1994)",4
186,250,"Fifth Element, The (1997)",1
73,206,Akira (1988),3
104,756,Father of the Bride Part II (1995),2
94,216,When Harry Met Sally... (1989),3
239,194,"Sting, The (1973)",5
197,511,Lawrence of Arabia (1962),5
280,1,Toy Story (1995),4
1,117,"Rock, The (1996)",3
224,583,Romeo Is Bleeding (1993),1
303,397,Striking Distance (1993),1
60,162,On Golden Pond (1981),4
198,258,Contact (1997),4
239,513,"Third Man, The (1949)",5
6,69,Forrest Gump (1994),3
233,375,Showgirls (1995),4
85,642,"Grifters, The (1990)",4
110,38,"Net, The (1995)",3
184,522,Down by Law (1986),3
99,873,Picture Perfect (1997),1
13,418,Cinderella (1950),2
201,518,Miller's Crossing (1990),4
13,858,Amityville: Dollhouse (1996),1
214,131,Breakfast at Tiffany's (1961),3
296,228,Star Trek: The Wrath of Khan (1982),4
222,87,Searching for Bobby Fischer (1993),3
279,725,Exit to Eden (1994),4
217,182,GoodFellas (1990),2
85,433,Heathers (1989),3
239,234,Jaws (1975),3
13,72,"Mask, The (1994)",4
194,77,"Firm, The (1993)",3
208,663,Being There (1979),5
109,178,12 Angry Men (1957),3
230,172,"Empire Strikes Back, The (1980)",4
59,485,My Fair Lady (1964),2
313,478,"Philadelphia Story, The (1940)",3
70,1133,Escape to Witch Mountain (1975),3
62,182,GoodFellas (1990),5
198,234,Jaws (1975),3
65,125,Phenomenon (1996),4
174,660,Fried Green Tomatoes (1991),5
90,12,"Usual Suspects, The (1995)",5
130,1248,Blink (1994),3
100,354,"Wedding Singer, The (1998)",2
283,432,Fantasia (1940),5
275,418,Cinderella (1950),3
311,98,"Silence of the Lambs, The (1991)",5
195,751,Tomorrow Never Dies (1997),4
130,105,Sgt. Bilko (1996),4
269,252,"Lost World: Jurassic Park, The (1997)",1
286,73,Maverick (1994),5
7,623,Angels in the Outfield (1994),3
56,222,Star Trek: First Contact (1996),5
210,204,Back to the Future (1985),5
239,9,Dead Man Walking (1995),5
96,87,Searching for Bobby Fischer (1993),4
297,73,Maverick (1994),2
249,239,Sneakers (1992),3
94,860,"Believers, The (1987)",2
84,121,Independence Day (ID4) (1996),4
275,265,"Hunt for Red October, The (1990)",4
135,1046,Malice (1993),3
291,1178,Major Payne (1994),4
125,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1
70,399,"Three Musketeers, The (1993)",4
311,9,Dead Man Walking (1995),4
301,523,Cool Hand Luke (1967),4
152,685,Executive Decision (1996),5
244,172,"Empire Strikes Back, The (1980)",4
275,1091,Pete's Dragon (1977),2
53,281,"River Wild, The (1994)",4
198,118,Twister (1996),2
244,790,Tommy Boy (1995),4
26,125,Phenomenon (1996),4
151,13,Mighty Aphrodite (1995),3
124,496,It's a Wonderful Life (1946),1
24,191,Amadeus (1984),5
271,65,What's Eating Gilbert Grape (1993),3
307,634,Microcosmos: Le peuple de l'herbe (1996),3
294,1245,Gridlock'd (1997),3
234,241,"Last of the Mohicans, The (1992)",2
25,501,Dumbo (1941),3
293,137,Big Night (1996),3
201,432,Fantasia (1940),3
75,240,Beavis and Butt-head Do America (1996),1
13,181,Return of the Jedi (1983),5
207,68,"Crow, The (1994)",2
2,50,Star Wars (1977),5
313,566,Clear and Present Danger (1994),4
144,125,Phenomenon (1996),4
188,443,"Birds, The (1963)",4
276,324,Lost Highway (1997),4
145,974,Eye for an Eye (1996),1
72,234,Jaws (1975),4
83,385,True Lies (1994),4
181,619,Extreme Measures (1996),3
109,402,Ghost (1990),4
207,107,Moll Flanders (1996),3
185,216,When Harry Met Sally... (1989),4
14,213,"Room with a View, A (1986)",5
149,319,Everyone Says I Love You (1996),2
57,79,"Fugitive, The (1993)",5
230,963,Some Folks Call It a Sling Blade (1993),5
176,875,She's So Lovely (1997),4
253,97,Dances with Wolves (1990),4
284,269,"Full Monty, The (1997)",4
106,526,Ben-Hur (1959),4
121,180,Apocalypse Now (1979),3
62,86,"Remains of the Day, The (1993)",2
291,418,Cinderella (1950),4
84,1033,Homeward Bound II: Lost in San Francisco (1996),4
293,380,Star Trek: Generations (1994),2
207,58,Quiz Show (1994),3
194,187,"Godfather: Part II, The (1974)",4
109,97,Dances with Wolves (1990),3
283,845,That Thing You Do! (1996),4
297,275,Sense and Sensibility (1995),5
181,334,U Turn (1997),1
78,255,My Best Friend's Wedding (1997),4
11,425,Bob Roberts (1992),4
308,59,Three Colors: Red (1994),4
193,1078,Oliver & Company (1988),4
297,234,Jaws (1975),3
87,585,Son in Law (1993),4
250,204,Back to the Future (1985),2
8,50,Star Wars (1977),5
186,148,"Ghost and the Darkness, The (1996)",4
312,692,"American President, The (1995)",4
91,683,Rocket Man (1997),3
5,454,Bastard Out of Carolina (1996),1
291,376,Houseguest (1994),3
175,127,"Godfather, The (1972)",5
145,737,Sirens (1994),2
7,644,"Thin Blue Line, The (1988)",5
276,419,Mary Poppins (1964),5
83,210,Indiana Jones and the Last Crusade (1989),5
102,524,"Great Dictator, The (1940)",3
153,174,Raiders of the Lost Ark (1981),1
62,302,L.A. Confidential (1997),3
49,995,"Kiss Me, Guido (1997)",3
268,298,Face/Off (1997),3
207,554,Waterworld (1995),2
313,616,Night of the Living Dead (1968),5
286,44,Dolores Claiborne (1994),3
279,168,Monty Python and the Holy Grail (1974),5
276,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
62,59,Three Colors: Red (1994),4
254,219,"Nightmare on Elm Street, A (1984)",1
83,97,Dances with Wolves (1990),4
63,100,Fargo (1996),5
16,178,12 Angry Men (1957),5
297,233,Under Siege (1992),2
90,945,Charade (1963),5
85,25,"Birdcage, The (1996)",2
42,98,"Silence of the Lambs, The (1991)",4
303,393,Mrs. Doubtfire (1993),4
274,50,Star Wars (1977),5
104,299,Hoodlum (1997),3
94,792,Bullets Over Broadway (1994),4
184,98,"Silence of the Lambs, The (1991)",4
293,708,"Sex, Lies, and Videotape (1989)",3
248,589,"Wild Bunch, The (1969)",4
18,950,Georgia (1995),3
217,27,Bad Boys (1995),1
200,892,Flubber (1997),4
201,148,"Ghost and the Darkness, The (1996)",1
296,222,Star Trek: First Contact (1996),5
7,662,Somewhere in Time (1980),3
196,381,Muriel's Wedding (1994),4
69,427,To Kill a Mockingbird (1962),3
72,196,Dead Poets Society (1989),4
256,472,Dragonheart (1996),4
128,182,GoodFellas (1990),4
151,747,Benny & Joon (1993),3
7,171,Delicatessen (1991),3
286,85,"Ref, The (1994)",5
172,220,"Mirror Has Two Faces, The (1996)",4
308,516,Local Hero (1983),4
190,974,Eye for an Eye (1996),2
82,756,Father of the Bride Part II (1995),1
308,436,"American Werewolf in London, An (1981)",4
59,235,Mars Attacks! (1996),1
64,1063,"Little Princess, A (1995)",3
145,756,Father of the Bride Part II (1995),2
220,298,Face/Off (1997),4
21,324,Lost Highway (1997),4
285,269,"Full Monty, The (1997)",4
207,65,What's Eating Gilbert Grape (1993),3
198,658,Pump Up the Volume (1990),3
220,333,"Game, The (1997)",3
210,70,Four Weddings and a Funeral (1994),4
181,14,"Postino, Il (1994)",1
158,128,Supercop (1992),2
143,682,I Know What You Did Last Summer (1997),3
75,237,Jerry Maguire (1996),2
199,221,Breaking the Waves (1996),4
223,1150,Last Dance (1996),2
297,25,"Birdcage, The (1996)",4
276,78,Free Willy (1993),4
299,847,Looking for Richard (1996),4
293,325,Crash (1996),2
301,138,D3: The Mighty Ducks (1996),2
1,47,Ed Wood (1994),4
164,281,"River Wild, The (1994)",4
96,673,Cape Fear (1962),4
291,1016,Con Air (1997),4
7,451,Grease (1978),5
233,177,"Good, The Bad and The Ugly, The (1966)",4
6,517,Manhattan (1979),4
202,283,Emma (1996),3
214,117,"Rock, The (1996)",4
184,602,"American in Paris, An (1951)",4
277,257,Men in Black (1997),3
194,212,"Unbearable Lightness of Being, The (1988)",1
95,68,"Crow, The (1994)",4
25,257,Men in Black (1997),4
6,23,Taxi Driver (1976),4
38,573,Body Snatchers (1993),1
313,436,"American Werewolf in London, An (1981)",4
22,241,"Last of the Mohicans, The (1992)",3
262,617,"Blue Angel, The (Blaue Engel, Der) (1930)",3
130,569,Wolf (1994),3
66,181,Return of the Jedi (1983),5
21,948,Booty Call (1997),1
181,1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1
262,174,Raiders of the Lost Ark (1981),3
206,302,L.A. Confidential (1997),5
222,22,Braveheart (1995),5
76,61,Three Colors: White (1994),4
151,703,Widows' Peak (1994),4
314,28,Apollo 13 (1995),5
13,147,"Long Kiss Goodnight, The (1996)",3
44,258,Contact (1997),4
303,418,Cinderella (1950),4
16,89,Blade Runner (1982),2
270,558,Heavenly Creatures (1994),5
248,117,"Rock, The (1996)",5
125,318,Schindler's List (1993),5
138,523,Cool Hand Luke (1967),5
268,386,Addams Family Values (1993),2
291,15,Mr. Holland's Opus (1995),5
234,147,"Long Kiss Goodnight, The (1996)",3
239,96,Terminator 2: Judgment Day (1991),5
15,331,"Edge, The (1997)",3
94,155,Dirty Dancing (1987),2
136,89,Blade Runner (1982),4
223,423,E.T. the Extra-Terrestrial (1982),3
82,194,"Sting, The (1973)",4
145,355,Sphere (1998),3
280,845,That Thing You Do! (1996),3
179,339,Mad City (1997),1
178,199,"Bridge on the River Kwai, The (1957)",4
307,949,How to Make an American Quilt (1995),4
10,488,Sunset Blvd. (1950),5
116,331,"Edge, The (1997)",3
23,258,Contact (1997),5
308,174,Raiders of the Lost Ark (1981),4
185,114,Wallace & Gromit: The Best of Aardman Animation (1996),4
188,237,Jerry Maguire (1996),3
118,654,Chinatown (1974),5
246,721,Mallrats (1995),4
234,98,"Silence of the Lambs, The (1991)",4
194,239,Sneakers (1992),3
94,24,Rumble in the Bronx (1995),4
122,378,Miracle on 34th Street (1994),4
312,100,Fargo (1996),4
262,64,"Shawshank Redemption, The (1994)",5
154,242,Kolya (1996),3
223,763,Happy Gilmore (1996),3
99,403,Batman (1989),4
83,43,Disclosure (1994),4
130,307,"Devil's Advocate, The (1997)",4
174,402,Ghost (1990),5
256,487,Roman Holiday (1953),5
59,177,"Good, The Bad and The Ugly, The (1966)",4
161,168,Monty Python and the Holy Grail (1974),1
244,53,Natural Born Killers (1994),3
250,196,Dead Poets Society (1989),4
43,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3
285,150,Swingers (1996),5
42,953,Unstrung Heroes (1995),2
97,670,Body Snatchers (1993),5
122,510,"Magnificent Seven, The (1954)",4
61,323,Dante's Peak (1997),3
222,106,Diabolique (1996),2
4,264,Mimic (1997),3
304,259,George of the Jungle (1997),1
37,403,Batman (1989),5
49,68,"Crow, The (1994)",1
303,1098,Flirting With Disaster (1996),4
165,372,Jeffrey (1995),5
176,324,Lost Highway (1997),5
3,335,How to Be a Player (1997),1
56,869,Fools Rush In (1997),3
44,15,Mr. Holland's Opus (1995),4
190,117,"Rock, The (1996)",4
29,189,"Grand Day Out, A (1992)",4
94,174,Raiders of the Lost Ark (1981),4
130,949,How to Make an American Quilt (1995),3
117,181,Return of the Jedi (1983),5
303,779,Drop Zone (1994),1
19,435,Butch Cassidy and the Sundance Kid (1969),5
194,191,Amadeus (1984),4
158,24,Rumble in the Bronx (1995),4
56,447,Carrie (1976),4
262,223,Sling Blade (1996),3
181,1334,Somebody to Love (1994),1
214,137,Big Night (1996),4
92,747,Benny & Joon (1993),4
188,96,Terminator 2: Judgment Day (1991),5
58,173,"Princess Bride, The (1987)",5
244,154,Monty Python's Life of Brian (1979),5
134,879,"Peacemaker, The (1997)",4
298,625,"Sword in the Stone, The (1963)",4
254,230,Star Trek IV: The Voyage Home (1986),4
230,138,D3: The Mighty Ducks (1996),3
16,209,This Is Spinal Tap (1984),5
151,835,"Gay Divorcee, The (1934)",5
181,1327,Captives (1994),1
145,1248,Blink (1994),3
200,588,Beauty and the Beast (1991),5
248,257,Men in Black (1997),3
297,432,Fantasia (1940),4
312,133,Gone with the Wind (1939),5
151,12,"Usual Suspects, The (1995)",5
110,568,Speed (1994),3
305,483,Casablanca (1942),5
141,258,Contact (1997),5
44,240,Beavis and Butt-head Do America (1996),4
186,263,Steel (1997),3
214,213,"Room with a View, A (1986)",4
233,208,Young Frankenstein (1974),4
104,287,Marvin's Room (1996),2
312,153,"Fish Called Wanda, A (1988)",2
1,222,Star Trek: First Contact (1996),4
206,323,Dante's Peak (1997),1
230,419,Mary Poppins (1964),4
56,450,Star Trek V: The Final Frontier (1989),3
94,651,Glory (1989),5
205,316,As Good As It Gets (1997),4
14,174,Raiders of the Lost Ark (1981),5
268,790,Tommy Boy (1995),2
276,1081,Curdled (1996),3
83,929,Harriet the Spy (1996),3
268,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3
222,1041,Forget Paris (1995),3
279,89,Blade Runner (1982),4
5,424,Children of the Corn: The Gathering (1996),1
112,331,"Edge, The (1997)",4
296,429,"Day the Earth Stood Still, The (1951)",5
18,202,Groundhog Day (1993),3
13,868,Hearts and Minds (1996),5
87,210,Indiana Jones and the Last Crusade (1989),5
10,285,Secrets & Lies (1996),5
181,328,Conspiracy Theory (1997),3
23,463,"Secret of Roan Inish, The (1994)",4
253,746,Real Genius (1985),3
234,228,Star Trek: The Wrath of Khan (1982),3
299,1047,Multiplicity (1996),2
